Kimco Realty Corp,KIM,David B. Henry,http://investing.businessweek.com/research/stocks/people/person.asp?personId=792527&capId=320371&previousCapId=320371&previousTitle=KIMCO%20REALTY%20CORP,04-10-2013,03-10-2014
Kinder Morgan Inc,KMI,Richard D. Kinder,http://investing.businessweek.com/research/stocks/people/person.asp?personId=179864&capId=901598&previousCapId=34952431&previousTitle=KINDER%20MORGAN%20INC,04-10-2013,03-10-2014
KLA-Tencor Corporation,KLAC,Richard P. Wallace,http://investing.businessweek.com/research/stocks/people/person.asp?personId=282263&capId=282225&previousCapId=282225&previousTitle=KLA-TENCOR%20CORPORATION,04-10-2013,03-10-2014
Kohl's Corp,KSS,Kevin   Mansell,http://investing.businessweek.com/research/stocks/people/person.asp?personId=193985&capId=61243&previousCapId=61243&previousTitle=KOHLS%20CORP,04-10-2013,03-10-2014
Kraft Foods Group Inc.,KRFT,W. Anthony Vernon,http://investing.businessweek.com/research/stocks/people/person.asp?personId=21947440&capId=4155690&previousCapId=4155690&previousTitle=KRAFT%20FOODS%20GROUP%20INC,04-10-2013,03-10-2014
Kroger Co,KR,W. Rodney McMullen,http://investing.businessweek.com/research/stocks/people/person.asp?personId=1147082&capId=284342&previousCapId=284342&previousTitle=KROGER%20CO,04-10-2013,03-10-2014
L Brands Inc,LB,Leslie H. Wexner,http://investing.businessweek.com/research/stocks/people/person.asp?personId=285546&capId=285544&previousCapId=285544&previousTitle=L%20BRANDS%20INC,04-10-2013,03-10-2014
L-3 Communications Holdings,LLL,Michael T. Strianese,http://investing.businessweek.com/research/stocks/people/person.asp?personId=225956&capId=93538&previousCapId=93538&previousTitle=L-3%20COMMUNICATIONS%20HOLDINGS,04-10-2013,03-10-2014
Lab Corp of America Hldgs,LH,David P. King,http://investing.businessweek.com/research/stocks/people/person.asp?personId=22167107&capId=30643&previousCapId=30643&previousTitle=LABORATORY%20CRP%20OF%20AMER%20HLDGS,04-10-2013,03-10-2014
Lam Research Corp,LRCX,Martin B. Anstice,http://investing.businessweek.com/research/stocks/people/person.asp?personId=10244532&capId=30655&previousCapId=30655&previousTitle=LAM%20RESEARCH%20CORP,04-10-2013,03-10-2014
Legg Mason Inc,LM,Joseph A. Sullivan,http://investing.businessweek.com/research/stocks/people/person.asp?personId=1534260&capId=180481&previousCapId=180481&previousTitle=LEGG%20MASON%20INC,04-10-2013,03-10-2014
Leggett & Platt,LEG,David S. Haffner,http://investing.businessweek.com/research/stocks/people/person.asp?personId=180536&capId=30760&previousCapId=30760&previousTitle=LEGGETT%20%26%20PLATT%20INC,04-10-2013,03-10-2014
Lennar Corp,LEN,Stuart A. Miller,http://investing.businessweek.com/research/stocks/people/person.asp?personId=180627&capId=30763&previousCapId=30763&previousTitle=LENNAR%20CORP-A,04-10-2013,03-10-2014
Leucadia National Corp (NY),LUK,Richard B. Handler,http://investing.businessweek.com/research/stocks/people/person.asp?personId=281865&capId=285359&previousCapId=285359&previousTitle=LEUCADIA%20NATIONAL%20CORP,04-10-2013,03-10-2014
Life Technologies Corp,LIFE,Yacov   Geva,http://investing.businessweek.com/research/stocks/people/person.asp?personId=514616&capId=26076&previousCapId=26076&previousTitle=LIFEWATCH%20AG-REG,04-10-2013,03-10-2014
Lilly Eli & Co,LLY,John C. Lechleiter Ph.D.,http://investing.businessweek.com/research/stocks/people/person.asp?personId=285499&capId=285467&previousCapId=285467&previousTitle=ELI%20LILLY%20%26%20CO,04-10-2013,03-10-2014
Lincoln National Corp,LNC,Dennis R. Glass,http://investing.businessweek.com/research/stocks/people/person.asp?personId=282389&capId=867423&previousCapId=867423&previousTitle=LINCOLN%20NATIONAL%20CORP,04-10-2013,03-10-2014
Linear Technology Corp,LLTC,Lothar   Maier,http://investing.businessweek.com/research/stocks/people/person.asp?personId=180353&capId=30843&previousCapId=30843&previousTitle=LINEAR%20TECHNOLOGY%20CORP,04-10-2013,03-10-2014
Lockheed Martin,LMT,Marillyn A. Hewson,http://investing.businessweek.com/research/stocks/people/person.asp?personId=3110423&capId=285827&previousCapId=285827&previousTitle=LOCKHEED%20MARTIN%20CORP,04-10-2013,03-10-2014
Loews Corp,L,James S. Tisch,http://investing.businessweek.com/research/stocks/people/person.asp?personId=285936&capId=285930&previousCapId=285930&previousTitle=LOEWS%20CORP,04-10-2013,03-10-2014
Lorillard Inc,LO,Murray S. Kessler,http://investing.businessweek.com/research/stocks/people/person.asp?personId=190884&capId=4180255&previousCapId=4180255&previousTitle=LORILLARD%20INC,04-10-2013,03-10-2014
Lowe's Cos Inc,LOW,Robert A. Niblock,http://investing.businessweek.com/research/stocks/people/person.asp?personId=180875&capId=180871&previousCapId=180871&previousTitle=LOWE'S%20COS%20INC,04-10-2013,03-10-2014
LSI Corporation,LSI,Abhijit Y. Talwalkar,http://investing.businessweek.com/research/stocks/people/person.asp?personId=13666894&capId=30956&previousCapId=30956&previousTitle=LSI%20CORP,04-10-2013,03-10-2014
LyondellBasell Industries N.V.,LYB,James L. Gallogly,http://investing.businessweek.com/research/stocks/people/person.asp?personId=1429487&capId=792424&previousCapId=792424&previousTitle=LYONDELLBASELL%20INDU-CL%20A,04-10-2013,03-10-2014
M&T Bank Corp,MTB,Robert G. Wilmers,http://investing.businessweek.com/research/stocks/people/person.asp?personId=272287&capId=272285&previousCapId=272285&previousTitle=M%20%26%20T%20BANK%20CORP,04-10-2013,03-10-2014
Macerich Co,MAC,Arthur M. Coppola CPA,http://investing.businessweek.com/research/stocks/people/person.asp?personId=332178&capId=332172&previousCapId=332172&previousTitle=MACERICH%20CO%2FTHE,04-10-2013,03-10-2014
Macy's Inc,M,Terry J. Lundgren,http://investing.businessweek.com/research/stocks/people/person.asp?personId=318097&capId=318091&previousCapId=318091&previousTitle=MACY'S%20INC,04-10-2013,03-10-2014
Marathon Oil Corp,MRO,Lee M. Tillman,http://investing.businessweek.com/research/stocks/people/person.asp?personId=243976248&capId=314842&previousCapId=314842&previousTitle=MARATHON%20OIL%20CORP,04-10-2013,03-10-2014
Marathon Petroleum Corp.,MPC,Gary R. Heminger,http://investing.businessweek.com/research/stocks/people/person.asp?personId=6450091&capId=118315802&previousCapId=118315802&previousTitle=MARATHON%20PETROLEUM%20CORP,04-10-2013,03-10-2014
Marriott Intl A,MAR,Arne M. Sorenson,http://investing.businessweek.com/research/stocks/people/person.asp?personId=159621&capId=31148&previousCapId=31148&previousTitle=MARRIOTT%20INTERNATIONAL%20-CL%20A,04-10-2013,03-10-2014
Marsh & McLennan Companies,MMC,Daniel S. Glaser,http://investing.businessweek.com/research/stocks/people/person.asp?personId=24424024&capId=473342&previousCapId=473342&previousTitle=MARSH%20%26%20MCLENNAN%20COS,04-10-2013,03-10-2014
Masco Corp,MAS,Keith J. Allman,http://investing.businessweek.com/research/stocks/people/person.asp?personId=33916838&capId=181478&previousCapId=181478&previousTitle=MASCO%20CORP,04-10-2013,03-10-2014
Mastercard Inc A,MA,Ajaypal S. Banga,http://investing.businessweek.com/research/stocks/people/person.asp?personId=23673920&capId=6477196&previousCapId=6477196&previousTitle=MASTERCARD%20INC-CLASS%20A,04-10-2013,03-10-2014
Mattel Inc,MAT,Bryan G. Stockton,http://investing.businessweek.com/research/stocks/people/person.asp?personId=7799783&capId=31197&previousCapId=31197&previousTitle=MATTEL%20INC,04-10-2013,03-10-2014
McCormick & Co,MKC,Alan D. Wilson,http://investing.businessweek.com/research/stocks/people/person.asp?personId=4876002&capId=181176&previousCapId=181176&previousTitle=MCCORMICK%20%26%20CO-NON%20VTG%20SHRS,04-10-2013,03-10-2014
McDonald's Corp,MCD,Donald   Thompson,http://investing.businessweek.com/research/stocks/people/person.asp?personId=547420&capId=139488&previousCapId=139488&previousTitle=MCDONALD'S%20CORP,04-10-2013,03-10-2014
McGraw Hill Financial Inc,MHFI,Douglas L. Peterson,http://investing.businessweek.com/research/stocks/people/person.asp?personId=9965368&capId=883103&previousCapId=21719&previousTitle=MCGRAW%20HILL%20FINANCIAL%20INC,04-10-2013,03-10-2014
McKesson Corp,MCK,John H. Hammergren,http://investing.businessweek.com/research/stocks/people/person.asp?personId=288199&capId=288195&previousCapId=288195&previousTitle=MCKESSON%20CORP,04-10-2013,03-10-2014
Mead Johnson Nutrition Co,MJN,Peter Kasper Jakobsen,http://investing.businessweek.com/research/stocks/people/person.asp?personId=49065779&capId=1002291&previousCapId=1002291&previousTitle=MEAD%20JOHNSON%20NUTRITION%20CO,04-10-2013,03-10-2014
MeadWestvaco Corp,MWV,John A. Luke Jr.,http://investing.businessweek.com/research/stocks/people/person.asp?personId=314314&capId=314312&previousCapId=314312&previousTitle=MEADWESTVACO%20CORP,04-10-2013,03-10-2014
Medtronic Inc,MDT,Omar S. Ishrak,http://investing.businessweek.com/research/stocks/people/person.asp?personId=34960623&capId=31348&previousCapId=31348&previousTitle=MEDTRONIC%20INC,04-10-2013,03-10-2014
Merck & Co Inc,MRK,Kenneth C. Frazier,http://investing.businessweek.com/research/stocks/people/person.asp?personId=288534&capId=288502&previousCapId=288502&previousTitle=MERCK%20%26%20CO.%20INC.,04-10-2013,03-10-2014
Metlife Inc,MET,Steven A. Kandarian J.D.,http://investing.businessweek.com/research/stocks/people/person.asp?personId=80887&capId=185648&previousCapId=185648&previousTitle=METLIFE%20INC,04-10-2013,03-10-2014
Michael Kors Holdings Ltd,KORS,John D. Idol,http://investing.businessweek.com/research/stocks/people/person.asp?personId=347653&capId=143971118&previousCapId=143971118&previousTitle=MICHAEL%20KORS%20HOLDINGS%20LTD,04-10-2013,03-10-2014
Microchip Technology Inc,MCHP,Steve   Sanghi,http://investing.businessweek.com/research/stocks/people/person.asp?personId=198121&capId=31500&previousCapId=31500&previousTitle=MICROCHIP%20TECHNOLOGY%20INC,04-10-2013,03-10-2014
Micron Technology Inc,MU,D. Mark Durcan,http://investing.businessweek.com/research/stocks/people/person.asp?personId=289058&capId=289030&previousCapId=289030&previousTitle=MICRON%20TECHNOLOGY%20INC,04-10-2013,03-10-2014
Microsoft Corp,MSFT,Satya   Nadella,http://investing.businessweek.com/research/stocks/people/person.asp?personId=1540690&capId=21835&previousCapId=21835&previousTitle=MICROSOFT%20CORP,04-10-2013,03-10-2014
Mohawk Industries Inc,MHK,Jeffrey S. Lorberbaum,http://investing.businessweek.com/research/stocks/people/person.asp?personId=154543&capId=31670&previousCapId=31670&previousTitle=MOHAWK%20INDUSTRIES%20INC,04-10-2013,03-10-2014
Molson Coors Brewing Co B,TAP,Peter S. Swinburn,http://investing.businessweek.com/research/stocks/people/person.asp?personId=9516783&capId=263765&previousCapId=263765&previousTitle=MOLSON%20COORS%20BREWING%20CO%20-B,04-10-2013,03-10-2014
Mondelez International Inc,MDLZ,Irene B. Rosenfeld,http://investing.businessweek.com/research/stocks/people/person.asp?personId=616556&capId=739693&previousCapId=739693&previousTitle=MONDELEZ%20INTERNATIONAL%20INC-A,04-10-2013,03-10-2014
Monsanto Co.,MON,Hugh   Grant,http://investing.businessweek.com/research/stocks/people/person.asp?personId=550651&capId=528414&previousCapId=528414&previousTitle=MONSANTO%20CO,04-10-2013,03-10-2014
Monster Beverage Corp,MNST,Rodney C. Sacks,http://investing.businessweek.com/research/stocks/people/person.asp?personId=343731&capId=343729&previousCapId=343729&previousTitle=MONSTER%20BEVERAGE%20CORP,04-10-2013,03-10-2014
Moody's Corp,MCO,Raymond W. McDaniel Jr.,http://investing.businessweek.com/research/stocks/people/person.asp?personId=528332&capId=528325&previousCapId=528325&previousTitle=MOODY'S%20CORP,04-10-2013,03-10-2014
Morgan Stanley,MS,James P. Gorman,http://investing.businessweek.com/research/stocks/people/person.asp?personId=1364260&capId=472898&previousCapId=472898&previousTitle=MORGAN%20STANLEY,04-10-2013,03-10-2014
Mosaic Co,MOS,James T. Prokopanko,http://investing.businessweek.com/research/stocks/people/person.asp?personId=3077422&capId=890498&previousCapId=890498&previousTitle=MOSAIC%20CO%2FTHE,04-10-2013,03-10-2014
Motorola Solutions Inc,MSI,Gregory Q. Brown,http://investing.businessweek.com/research/stocks/people/person.asp?personId=223840&capId=99186&previousCapId=99186&previousTitle=MOTOROLA%20SOLUTIONS%20INC,04-10-2013,03-10-2014
Murphy Oil Corp,MUR,Roger W. Jenkins,http://investing.businessweek.com/research/stocks/people/person.asp?personId=61788041&capId=290060&previousCapId=290060&previousTitle=MURPHY%20OIL%20CORP,04-10-2013,03-10-2014
Mylan Inc.,MYL,Heather   Bresch,http://investing.businessweek.com/research/stocks/people/person.asp?personId=22335880&capId=290203&previousCapId=290203&previousTitle=MYLAN%20INC,04-10-2013,03-10-2014
Nabors Industries Ltd,NBR,Anthony G. Petrello,http://investing.businessweek.com/research/stocks/people/person.asp?personId=290691&capId=290681&previousCapId=290681&previousTitle=NABORS%20INDUSTRIES%20LTD,04-10-2013,03-10-2014
Nasdaq OMX Group/The,NDAQ,Robert   Greifeld,http://investing.businessweek.com/research/stocks/people/person.asp?personId=386465&capId=740535&previousCapId=740535&previousTitle=NASDAQ%20OMX%20GROUP%2FTHE,04-10-2013,03-10-2014
National Oilwell Varco Inc,NOV,Clay C. Williams,http://investing.businessweek.com/research/stocks/people/person.asp?personId=745445&capId=31900&previousCapId=31900&previousTitle=NATIONAL%20OILWELL%20VARCO%20INC,04-10-2013,03-10-2014
NetApp Inc,NTAP,Thomas   Georgens,http://investing.businessweek.com/research/stocks/people/person.asp?personId=180269&capId=32052&previousCapId=32052&previousTitle=NETAPP%20INC,04-10-2013,03-10-2014
NetFlix Inc,NFLX,Reed   Hastings,http://investing.businessweek.com/research/stocks/people/person.asp?personId=928215&capId=32012&previousCapId=32012&previousTitle=NETFLIX%20INC,04-10-2013,03-10-2014
Newell Rubbermaid Inc,NWL,Michael B. Polk,http://investing.businessweek.com/research/stocks/people/person.asp?personId=2015206&capId=291703&previousCapId=291703&previousTitle=NEWELL%20RUBBERMAID%20INC,04-10-2013,03-10-2014
Newfield Exploration Co,NFX,Lee K. Boothby,http://investing.businessweek.com/research/stocks/people/person.asp?personId=6387357&capId=32137&previousCapId=32137&previousTitle=NEWFIELD%20EXPLORATION%20CO,04-10-2013,03-10-2014
Newmont Mining Corp,NEM,Gary J. Goldberg,http://investing.businessweek.com/research/stocks/people/person.asp?personId=8627723&capId=291795&previousCapId=291795&previousTitle=NEWMONT%20MINING%20CORP,04-10-2013,03-10-2014
News Corporation,NWSA,Robert J. Thomson,http://investing.businessweek.com/research/stocks/people/person.asp?personId=45091046&capId=212741644&previousCapId=212741644&previousTitle=NEWS%20CORP%20-%20CLASS%20A,04-10-2013,03-10-2014
NextEra Energy Inc,NEE,James L. Robo,http://investing.businessweek.com/research/stocks/people/person.asp?personId=2763763&capId=270586&previousCapId=270586&previousTitle=NEXTERA%20ENERGY%20INC,04-10-2013,03-10-2014
Nielsen Holdings NV,NLSN,Dwight Mitchell Barns,http://investing.businessweek.com/research/stocks/people/person.asp?personId=22947242&capId=422760&previousCapId=422760&previousTitle=NIELSEN%20HOLDINGS%20NV,04-10-2013,03-10-2014
NIKE Inc B,NKE,Mark G. Parker,http://investing.businessweek.com/research/stocks/people/person.asp?personId=292013&capId=291981&previousCapId=291981&previousTitle=NIKE%20INC%20-CL%20B,04-10-2013,03-10-2014
Nisource Inc,NI,Robert C. Skaggs Jr.,http://investing.businessweek.com/research/stocks/people/person.asp?personId=7320655&capId=292092&previousCapId=292092&previousTitle=NISOURCE%20INC,04-10-2013,03-10-2014
Noble Corp plc,NE,David W. Williams,http://investing.businessweek.com/research/stocks/people/person.asp?personId=338630&capId=291385&previousCapId=291385&previousTitle=NOBLE%20CORP%20PLC,04-10-2013,03-10-2014
Noble Energy Inc,NBL,Charles D. Davidson,http://investing.businessweek.com/research/stocks/people/person.asp?personId=332152&capId=292135&previousCapId=292135&previousTitle=NOBLE%20ENERGY%20INC,04-10-2013,03-10-2014
Nordstrom Inc,JWN,Blake W. Nordstrom,http://investing.businessweek.com/research/stocks/people/person.asp?personId=182925&capId=32215&previousCapId=32215&previousTitle=NORDSTROM%20INC,04-10-2013,03-10-2014
Norfolk Southern Corp,NSC,Charles W. Moorman IV,http://investing.businessweek.com/research/stocks/people/person.asp?personId=1098665&capId=292268&previousCapId=292268&previousTitle=NORFOLK%20SOUTHERN%20CORP,04-10-2013,03-10-2014
Northeast Utilities,NU,Thomas J. May,http://investing.businessweek.com/research/stocks/people/person.asp?personId=256202&capId=292525&previousCapId=292525&previousTitle=NORTHEAST%20UTILITIES,04-10-2013,03-10-2014
Northern Trust Corp (IL),NTRS,Frederick H. Waddell,http://investing.businessweek.com/research/stocks/people/person.asp?personId=4875418&capId=291896&previousCapId=291896&previousTitle=NORTHERN%20TRUST%20CORP,04-10-2013,03-10-2014
Northrop Grumman Corp,NOC,Wesley G. Bush,http://investing.businessweek.com/research/stocks/people/person.asp?personId=1131458&capId=97199&previousCapId=97199&previousTitle=NORTHROP%20GRUMMAN%20CORP,04-10-2013,03-10-2014
NRG Energy,NRG,David W. Crane,http://investing.businessweek.com/research/stocks/people/person.asp?personId=1534087&capId=413857&previousCapId=413857&previousTitle=NRG%20ENERGY%20INC,04-10-2013,03-10-2014
Nucor Corp,NUE,John J. Ferriola,http://investing.businessweek.com/research/stocks/people/person.asp?personId=184975&capId=184945&previousCapId=184945&previousTitle=NUCOR%20CORP,04-10-2013,03-10-2014
Nvidia Corp,NVDA,Jen-Hsun   Huang,http://investing.businessweek.com/research/stocks/people/person.asp?personId=230160&capId=32307&previousCapId=32307&previousTitle=NVIDIA%20CORP,04-10-2013,03-10-2014
O'Reilly Automotive,ORLY,Gregory L. Henslee,http://investing.businessweek.com/research/stocks/people/person.asp?personId=324299&capId=324289&previousCapId=324289&previousTitle=O'REILLY%20AUTOMOTIVE%20INC,04-10-2013,03-10-2014
Occidental Petroleum,OXY,Stephen I. Chazen,http://investing.businessweek.com/research/stocks/people/person.asp?personId=293292&capId=293286&previousCapId=293286&previousTitle=OCCIDENTAL%20PETROLEUM%20CORP,04-10-2013,03-10-2014
Omnicom Group,OMC,John D. Wren,http://investing.businessweek.com/research/stocks/people/person.asp?personId=113432&capId=96161&previousCapId=96161&previousTitle=OMNICOM%20GROUP,04-10-2013,03-10-2014
ONEOK Inc,OKE,Terry K. Spencer,http://investing.businessweek.com/research/stocks/people/person.asp?personId=20508107&capId=293889&previousCapId=293889&previousTitle=ONEOK%20INC,04-10-2013,03-10-2014
Oracle Corp,ORCL,Lawrence J. Ellison,http://investing.businessweek.com/research/stocks/people/person.asp?personId=87411&capId=22247&previousCapId=22247&previousTitle=ORACLE%20CORP,04-10-2013,03-10-2014
Owens-Illinois Inc,OI,Albert P. L. Stroucken Ph.D.,http://investing.businessweek.com/research/stocks/people/person.asp?personId=273983&capId=32583&previousCapId=32583&previousTitle=OWENS-ILLINOIS%20INC,04-10-2013,03-10-2014
PACCAR Inc,PCAR,Mark C. Pigott,http://investing.businessweek.com/research/stocks/people/person.asp?personId=294723&capId=294721&previousCapId=294721&previousTitle=PACCAR%20INC,04-10-2013,03-10-2014
Pall Corp,PLL,Lawrence D. Kingsley,http://investing.businessweek.com/research/stocks/people/person.asp?personId=9607713&capId=185333&previousCapId=185333&previousTitle=PALL%20CORP,04-10-2013,03-10-2014
Parker-Hannifin Corp,PH,Donald E. Washkewicz,http://investing.businessweek.com/research/stocks/people/person.asp?personId=295200&capId=295170&previousCapId=295170&previousTitle=PARKER%20HANNIFIN%20CORP,04-10-2013,03-10-2014
Patterson Cos Inc,PDCO,Scott P. Anderson,http://investing.businessweek.com/research/stocks/people/person.asp?personId=25165415&capId=320186&previousCapId=320186&previousTitle=PATTERSON%20COS%20INC,04-10-2013,03-10-2014
Paychex Inc,PAYX,Martin   Mucci,http://investing.businessweek.com/research/stocks/people/person.asp?personId=3549507&capId=295368&previousCapId=295368&previousTitle=PAYCHEX%20INC,04-10-2013,03-10-2014
Peabody Energy Corp,BTU,Gregory H. Boyce,http://investing.businessweek.com/research/stocks/people/person.asp?personId=6892406&capId=32792&previousCapId=32792&previousTitle=PEABODY%20ENERGY%20CORP,04-10-2013,03-10-2014
Pentair Ltd.,PNR,Randall J. Hogan III,http://investing.businessweek.com/research/stocks/people/person.asp?personId=295694&capId=295688&previousCapId=295688&previousTitle=PENTAIR%20LTD-REGISTERED,04-10-2013,03-10-2014
People's United Financial Inc,PBCT,John P. Barnes,http://investing.businessweek.com/research/stocks/people/person.asp?personId=260572&capId=295774&previousCapId=295774&previousTitle=PEOPLE'S%20UNITED%20FINANCIAL,04-10-2013,03-10-2014
Pepco Holdings Inc,POM,Joseph M. Rigby,http://investing.businessweek.com/research/stocks/people/person.asp?personId=2200465&capId=297660&previousCapId=297660&previousTitle=PEPCO%20HOLDINGS%20INC,04-10-2013,03-10-2014
PepsiCo Inc,PEP,Indra K. Nooyi,http://investing.businessweek.com/research/stocks/people/person.asp?personId=185599&capId=32854&previousCapId=32854&previousTitle=PEPSICO%20INC,04-10-2013,03-10-2014
PerkinElmer Inc,PKI,Robert F. Friel,http://investing.businessweek.com/research/stocks/people/person.asp?personId=268367&capId=268363&previousCapId=268363&previousTitle=PERKINELMER%20INC,04-10-2013,03-10-2014
Perrigo Company plc,PRGO,Joseph C. Papa,http://investing.businessweek.com/research/stocks/people/person.asp?personId=1339978&capId=319092&previousCapId=319092&previousTitle=PERRIGO%20CO%20PLC,04-10-2013,03-10-2014
PETsMART Inc,PETM,David K. Lenhardt,http://investing.businessweek.com/research/stocks/people/person.asp?personId=507200&capId=32919&previousCapId=32919&previousTitle=PETSMART%20INC,04-10-2013,03-10-2014
Pfizer Inc,PFE,Ian C. Read,http://investing.businessweek.com/research/stocks/people/person.asp?personId=28845323&capId=162270&previousCapId=162270&previousTitle=PFIZER%20INC,04-10-2013,03-10-2014
PG&E Corporation,PCG,Anthony F. Earley Jr.,http://investing.businessweek.com/research/stocks/people/person.asp?personId=266600&capId=139813&previousCapId=139813&previousTitle=P%20G%20%26%20E%20CORP,04-10-2013,03-10-2014
Philip Morris International,PM,André   Calantzopoulos,http://investing.businessweek.com/research/stocks/people/person.asp?personId=2042341&capId=6569181&previousCapId=6569181&previousTitle=PHILIP%20MORRIS%20INTERNATIONAL,04-10-2013,03-10-2014
Phillips 66,PSX,Greg C. Garland,http://investing.businessweek.com/research/stocks/people/person.asp?personId=8131918&capId=27306532&previousCapId=27306532&previousTitle=PHILLIPS%2066,04-10-2013,03-10-2014
Pinnacle West Capital (AZ),PNW,Donald E. Brandt,http://investing.businessweek.com/research/stocks/people/person.asp?personId=651791&capId=296957&previousCapId=296957&previousTitle=PINNACLE%20WEST%20CAPITAL,04-10-2013,03-10-2014
Pioneer Natural Resources,PXD,Scott Douglas Sheffield,http://investing.businessweek.com/research/stocks/people/person.asp?personId=295226&capId=295224&previousCapId=295224&previousTitle=PIONEER%20NATURAL%20RESOURCES%20CO,04-10-2013,03-10-2014
Pitney Bowes Inc,PBI,Marc B. Lautenbach,http://investing.businessweek.com/research/stocks/people/person.asp?personId=224849652&capId=297018&previousCapId=297018&previousTitle=PITNEY%20BOWES%20INC,04-10-2013,03-10-2014
Plum Creek Timber Co,PCL,Rick R. Holley,http://investing.businessweek.com/research/stocks/people/person.asp?personId=297272&capId=297268&previousCapId=297268&previousTitle=PLUM%20CREEK%20TIMBER%20CO,04-10-2013,03-10-2014
PNC Finl Services Group,PNC,William S. Demchak,http://investing.businessweek.com/research/stocks/people/person.asp?personId=2971723&capId=294585&previousCapId=294585&previousTitle=PNC%20FINANCIAL%20SERVICES%20GROUP,04-10-2013,03-10-2014
PPG Industries Inc,PPG,Charles E. Bunch,http://investing.businessweek.com/research/stocks/people/person.asp?personId=294665&capId=294639&previousCapId=294639&previousTitle=PPG%20INDUSTRIES%20INC,04-10-2013,03-10-2014
PPL Corp,PPL,William H. Spence,http://investing.businessweek.com/research/stocks/people/person.asp?personId=2200467&capId=185508&previousCapId=185508&previousTitle=PPL%20CORPORATION,04-10-2013,03-10-2014
Praxair Inc,PX,Stephen F. Angel,http://investing.businessweek.com/research/stocks/people/person.asp?personId=1104360&capId=318049&previousCapId=318049&previousTitle=PRAXAIR%20INC,04-10-2013,03-10-2014
Precision Castparts Corp,PCP,Mark   Donegan,http://investing.businessweek.com/research/stocks/people/person.asp?personId=297870&capId=297850&previousCapId=297850&previousTitle=PRECISION%20CASTPARTS%20CORP,04-10-2013,03-10-2014
Priceline.com Inc,PCLN,Darren R. Huston,http://investing.businessweek.com/research/stocks/people/person.asp?personId=754957&capId=33254&previousCapId=33254&previousTitle=PRICELINE.COM%20INC,04-10-2013,03-10-2014
Principal Financial Group,PFG,Larry D. Zimpleman,http://investing.businessweek.com/research/stocks/people/person.asp?personId=1502516&capId=201105&previousCapId=201105&previousTitle=PRINCIPAL%20FINANCIAL%20GROUP,04-10-2013,03-10-2014
Procter & Gamble,PG,Alan George Lafley,http://investing.businessweek.com/research/stocks/people/person.asp?personId=186141&capId=33328&previousCapId=33328&previousTitle=PROCTER%20%26%20GAMBLE%20CO%2FTHE,04-10-2013,03-10-2014
Progressive Corp,PGR,Glenn M. Renwick,http://investing.businessweek.com/research/stocks/people/person.asp?personId=186225&capId=33352&previousCapId=33352&previousTitle=PROGRESSIVE%20CORP,04-10-2013,03-10-2014
ProLogis Inc,PLD,Hamid R. Moghadam,http://investing.businessweek.com/research/stocks/people/person.asp?personId=370415&capId=330123&previousCapId=330123&previousTitle=PROLOGIS%20INC,04-10-2013,03-10-2014
Prudential Financial Inc,PRU,John Robert Strangfeld Jr.,http://investing.businessweek.com/research/stocks/people/person.asp?personId=278025&capId=1038328&previousCapId=1038328&previousTitle=PRUDENTIAL%20FINANCIAL%20INC,04-10-2013,03-10-2014
Public Service Enterprise Grp,PEG,Ralph   Izzo Ph.D.,http://investing.businessweek.com/research/stocks/people/person.asp?personId=7262385&capId=298482&previousCapId=298482&previousTitle=PUBLIC%20SERVICE%20ENTERPRISE%20GP,04-10-2013,03-10-2014
Public Storage,PSA,Ronald L. Havner Jr.,http://investing.businessweek.com/research/stocks/people/person.asp?personId=383231&capId=305520&previousCapId=305520&previousTitle=PUBLIC%20STORAGE,04-10-2013,03-10-2014
Pulte Group Inc,PHM,Richard J. Dugas Jr.,http://investing.businessweek.com/research/stocks/people/person.asp?personId=2200821&capId=294550&previousCapId=294550&previousTitle=PULTEGROUP%20INC,04-10-2013,03-10-2014
PVH Corp,PVH,Emanuel   Chirico,http://investing.businessweek.com/research/stocks/people/person.asp?personId=296578&capId=296568&previousCapId=296568&previousTitle=PVH%20CORP,04-10-2013,03-10-2014
QEP Resources,QEP,Charles B. Stanley,http://investing.businessweek.com/research/stocks/people/person.asp?personId=1565114&capId=1565109&previousCapId=1565109&previousTitle=QEP%20RESOURCES%20INC,04-10-2013,03-10-2014
QUALCOMM Inc,QCOM,Steven M. Mollenkopf,http://investing.businessweek.com/research/stocks/people/person.asp?personId=45242044&capId=33493&previousCapId=33493&previousTitle=QUALCOMM%20INC,04-10-2013,03-10-2014
Quanta Services Inc,PWR,James F. O'Neil III,http://investing.businessweek.com/research/stocks/people/person.asp?personId=223988&capId=33509&previousCapId=33509&previousTitle=QUANTA%20SERVICES%20INC,04-10-2013,03-10-2014
Quest Diagnostics,DGX,Stephen H. Rusckowski,http://investing.businessweek.com/research/stocks/people/person.asp?personId=238889&capId=361335&previousCapId=361335&previousTitle=QUEST%20DIAGNOSTICS%20INC,04-10-2013,03-10-2014
Ralph Lauren Corp,RL,Ralph   Lauren,http://investing.businessweek.com/research/stocks/people/person.asp?personId=362222&capId=362220&previousCapId=362220&previousTitle=RALPH%20LAUREN%20CORP,04-10-2013,03-10-2014
