DaVita HealthCare Partners Inc,DVA,Kent J. Thiry,http://investing.businessweek.com/research/stocks/people/person.asp?personId=209979&capId=35644&previousCapId=35644&previousTitle=DAVITA%20HEALTHCARE%20PARTNERS%20I,04-10-2013,03-10-2014
Deere & Co,DE,Samuel R. Allen,http://investing.businessweek.com/research/stocks/people/person.asp?personId=4685128&capId=266112&previousCapId=266112&previousTitle=DEERE%20%26%20CO,04-10-2013,03-10-2014
Delphi Automotive PLC,DLPH,Rodney   O'Neal,http://investing.businessweek.com/research/stocks/people/person.asp?personId=396295&capId=59502420&previousCapId=59502420&previousTitle=DELPHI%20AUTOMOTIVE%20PLC,04-10-2013,03-10-2014
Delta Air Lines,DAL,Richard H. Anderson,http://investing.businessweek.com/research/stocks/people/person.asp?personId=331864&capId=266311&previousCapId=266311&previousTitle=DELTA%20AIR%20LINES%20INC,04-10-2013,03-10-2014
Denbury Resources Inc,DNR,Phil   Rykhoek Sr.,http://investing.businessweek.com/research/stocks/people/person.asp?personId=158486&capId=27490&previousCapId=27490&previousTitle=DENBURY%20RESOURCES%20INC,04-10-2013,03-10-2014
Dentsply Intl,XRAY,Bret W. Wise,http://investing.businessweek.com/research/stocks/people/person.asp?personId=176106&capId=27504&previousCapId=27504&previousTitle=DENTSPLY%20INTERNATIONAL%20INC,04-10-2013,03-10-2014
Devon Energy Corp,DVN,John   Richels,http://investing.businessweek.com/research/stocks/people/person.asp?personId=266516&capId=266510&previousCapId=266510&previousTitle=DEVON%20ENERGY%20CORPORATION,04-10-2013,03-10-2014
Diamond Offshore Drilling,DO,Marc Gerard Rex Edwards,http://investing.businessweek.com/research/stocks/people/person.asp?personId=45115158&capId=338612&previousCapId=338612&previousTitle=DIAMOND%20OFFSHORE%20DRILLING,04-10-2013,03-10-2014
DIRECTV,DTV,Michael D. White,http://investing.businessweek.com/research/stocks/people/person.asp?personId=185601&capId=29614&previousCapId=29614&previousTitle=DIRECTV,04-10-2013,03-10-2014
Discover Financial Services,DFS,David W. Nelms,http://investing.businessweek.com/research/stocks/people/person.asp?personId=218265&capId=3695566&previousCapId=3695566&previousTitle=DISCOVER%20FINANCIAL%20SERVICES,04-10-2013,03-10-2014
Discovery Communications Inc,DISCA,David M. Zaslav,http://investing.businessweek.com/research/stocks/people/person.asp?personId=612978&capId=22666093&previousCapId=22666093&previousTitle=DISCOVERY%20COMMUNICATIONS-A,04-10-2013,03-10-2014
Dollar General Corp,DG,Richard W. Dreiling,http://investing.businessweek.com/research/stocks/people/person.asp?personId=188174&capId=266974&previousCapId=266974&previousTitle=DOLLAR%20GENERAL%20CORP,04-10-2013,03-10-2014
Dollar Tree Inc,DLTR,Bob   Sasser,http://investing.businessweek.com/research/stocks/people/person.asp?personId=164261&capId=27685&previousCapId=27685&previousTitle=DOLLAR%20TREE%20INC,04-10-2013,03-10-2014
Dominion Resources Inc,D,Thomas F. Farrell II,http://investing.businessweek.com/research/stocks/people/person.asp?personId=267141&capId=267105&previousCapId=267105&previousTitle=DOMINION%20RESOURCES%20INC%2FVA,04-10-2013,03-10-2014
Dover Corp,DOV,Robert A. Livingston,http://investing.businessweek.com/research/stocks/people/person.asp?personId=21751010&capId=174901&previousCapId=174901&previousTitle=DOVER%20CORP,04-10-2013,03-10-2014
Dow Chemical,DOW,Andrew N. Liveris,http://investing.businessweek.com/research/stocks/people/person.asp?personId=8307189&capId=768440&previousCapId=768440&previousTitle=DOW%20CHEMICAL%20CO%2FTHE,04-10-2013,03-10-2014
Dr Pepper Snapple Group,DPS,Larry D. Young,http://investing.businessweek.com/research/stocks/people/person.asp?personId=191888&capId=9247431&previousCapId=9247431&previousTitle=DR%20PEPPER%20SNAPPLE%20GROUP%20INC,04-10-2013,03-10-2014
DTE Energy Co,DTE,Gerard M. Anderson,http://investing.businessweek.com/research/stocks/people/person.asp?personId=266636&capId=266598&previousCapId=266598&previousTitle=DTE%20ENERGY%20COMPANY,04-10-2013,03-10-2014
Duke Energy Corp,DUK,Lynn J. Good,http://investing.businessweek.com/research/stocks/people/person.asp?personId=5646475&capId=267850&previousCapId=267850&previousTitle=DUKE%20ENERGY%20CORP,04-10-2013,03-10-2014
Dun & Bradstreet Corp,DNB,Robert   Carrigan,http://investing.businessweek.com/research/stocks/people/person.asp?personId=22827489&capId=27755&previousCapId=27755&previousTitle=DUN%20%26%20BRADSTREET%20CORP,04-10-2013,03-10-2014
E*TRADE Financial Corp,ETFC,Paul Thomas Idzik,http://investing.businessweek.com/research/stocks/people/person.asp?personId=11115680&capId=27807&previousCapId=27807&previousTitle=E*TRADE%20FINANCIAL%20CORP,04-10-2013,03-10-2014
E. I. du Pont de Nemours and Company,DD,Ellen J. Kullman,http://investing.businessweek.com/research/stocks/people/person.asp?personId=12057226&capId=268053&previousCapId=268053&previousTitle=DU%20PONT%20(E.I.)%20DE%20NEMOURS,04-10-2013,03-10-2014
Eastman Chemical Co,EMN,Mark J. Costa,http://investing.businessweek.com/research/stocks/people/person.asp?personId=27483882&capId=109103&previousCapId=109103&previousTitle=EASTMAN%20CHEMICAL%20CO,04-10-2013,03-10-2014
Eaton Corp plc,ETN,Alexander M. Cutler,http://investing.businessweek.com/research/stocks/people/person.asp?personId=175267&capId=175265&previousCapId=175265&previousTitle=EATON%20CORP%20PLC,04-10-2013,03-10-2014
eBay Inc.,EBAY,John J. Donahoe,http://investing.businessweek.com/research/stocks/people/person.asp?personId=728527&capId=27862&previousCapId=27862&previousTitle=EBAY%20INC,04-10-2013,03-10-2014
Ecolab Inc,ECL,Douglas M. Baker Jr.,http://investing.businessweek.com/research/stocks/people/person.asp?personId=1092331&capId=268799&previousCapId=268799&previousTitle=ECOLAB%20INC,04-10-2013,03-10-2014
Edison Intl,EIX,Theodore F. Craver Jr.,http://investing.businessweek.com/research/stocks/people/person.asp?personId=301895&capId=301891&previousCapId=301891&previousTitle=EDISON%20INTERNATIONAL,04-10-2013,03-10-2014
Edwards Lifesciences Corp,EW,Michael A. Mussallem,http://investing.businessweek.com/research/stocks/people/person.asp?personId=411222&capId=411220&previousCapId=411220&previousTitle=EDWARDS%20LIFESCIENCES%20CORP,04-10-2013,03-10-2014
Electronic Arts,EA,Andrew   Wilson,http://investing.businessweek.com/research/stocks/people/person.asp?personId=183935413&capId=27963&previousCapId=27963&previousTitle=ELECTRONIC%20ARTS%20INC,04-10-2013,03-10-2014
EMC Corp,EMC,Joseph M. Tucci,http://investing.businessweek.com/research/stocks/people/person.asp?personId=135162&capId=121729&previousCapId=121729&previousTitle=EMC%20CORP%2FMA,04-10-2013,03-10-2014
Emerson Electric Co,EMR,David N. Farr,http://investing.businessweek.com/research/stocks/people/person.asp?personId=269239&capId=269231&previousCapId=269231&previousTitle=EMERSON%20ELECTRIC%20CO,04-10-2013,03-10-2014
Ensco PLC - CL A,ESV,Daniel W. Rabun,http://investing.businessweek.com/research/stocks/people/person.asp?personId=1133592&capId=269488&previousCapId=269488&previousTitle=ENSCO%20PLC-CL%20A,04-10-2013,03-10-2014
Entergy Corp,ETR,Leo P. Denault,http://investing.businessweek.com/research/stocks/people/person.asp?personId=9184593&capId=269764&previousCapId=269764&previousTitle=ENTERGY%20CORP,04-10-2013,03-10-2014
EOG Resources,EOG,William R. Thomas,http://investing.businessweek.com/research/stocks/people/person.asp?personId=22091832&capId=269660&previousCapId=269660&previousTitle=EOG%20RESOURCES%20INC,04-10-2013,03-10-2014
EQT Corporation,EQT,David L. Porges,http://investing.businessweek.com/research/stocks/people/person.asp?personId=269946&capId=269924&previousCapId=269924&previousTitle=EQT%20CORP,04-10-2013,03-10-2014
Equifax Inc,EFX,Richard F. Smith,http://investing.businessweek.com/research/stocks/people/person.asp?personId=25228229&capId=175749&previousCapId=175749&previousTitle=EQUIFAX%20INC,04-10-2013,03-10-2014
Equity Residential,EQR,David J. Neithercut,http://investing.businessweek.com/research/stocks/people/person.asp?personId=200902&capId=28209&previousCapId=28209&previousTitle=EQUITY%20RESIDENTIAL,04-10-2013,03-10-2014
Estee Lauder Cos.,EL,Fabrizio   Freda,http://investing.businessweek.com/research/stocks/people/person.asp?personId=2989244&capId=207221&previousCapId=207221&previousTitle=ESTEE%20LAUDER%20COMPANIES-CL%20A,04-10-2013,03-10-2014
Exelon Corp,EXC,Christopher M. Crane,http://investing.businessweek.com/research/stocks/people/person.asp?personId=8593570&capId=296181&previousCapId=296181&previousTitle=EXELON%20CORP,04-10-2013,03-10-2014
Expedia,EXPE,Dara   Khosrowshahi,http://investing.businessweek.com/research/stocks/people/person.asp?personId=534990&capId=25915843&previousCapId=25915843&previousTitle=EXPEDIA%20INC,04-10-2013,03-10-2014
Expeditors Intl of WA Inc,EXPD,Jeffrey S. Musser,http://investing.businessweek.com/research/stocks/people/person.asp?personId=26467490&capId=270071&previousCapId=270071&previousTitle=EXPEDITORS%20INTL%20WASH%20INC,04-10-2013,03-10-2014
Express Scripts Holding Co.,ESRX,George   Paz,http://investing.businessweek.com/research/stocks/people/person.asp?personId=317981&capId=317975&previousCapId=317975&previousTitle=EXPRESS%20SCRIPTS%20HOLDING%20CO,04-10-2013,03-10-2014
Exxon Mobil Corp,XOM,Rex W. Tillerson,http://investing.businessweek.com/research/stocks/people/person.asp?personId=1127018&capId=406338&previousCapId=406338&previousTitle=EXXON%20MOBIL%20CORP,04-10-2013,03-10-2014
F5 Networks Inc,FFIV,John   McAdam,http://investing.businessweek.com/research/stocks/people/person.asp?personId=232570&capId=90323&previousCapId=90323&previousTitle=F5%20NETWORKS%20INC,04-10-2013,03-10-2014
Facebook Inc,FB,Mark   Zuckerberg,http://investing.businessweek.com/research/stocks/people/person.asp?personId=20765910&capId=20765463&previousCapId=20765463&previousTitle=FACEBOOK%20INC-A,04-10-2013,03-10-2014
Family Dollar Stores Inc,FDO,Howard R. Levine,http://investing.businessweek.com/research/stocks/people/person.asp?personId=270826&capId=270820&previousCapId=270820&previousTitle=FAMILY%20DOLLAR%20STORES,04-10-2013,03-10-2014
Fastenal Co,FAST,Willard D. Oberton,http://investing.businessweek.com/research/stocks/people/person.asp?personId=270753&capId=270747&previousCapId=270747&previousTitle=FASTENAL%20CO,04-10-2013,03-10-2014
FedEx Corp,FDX,Frederick W. Smith,http://investing.businessweek.com/research/stocks/people/person.asp?personId=529522&capId=124423&previousCapId=124423&previousTitle=FEDEX%20CORP,04-10-2013,03-10-2014
Fidelity National Information,FIS,Frank R. Martire,http://investing.businessweek.com/research/stocks/people/person.asp?personId=157400&capId=10081196&previousCapId=10081196&previousTitle=FIDELITY%20NATIONAL%20INFORMATIO,04-10-2013,03-10-2014
Fifth Third Bancorp (OH),FITB,Kevin T. Kabat,http://investing.businessweek.com/research/stocks/people/person.asp?personId=611975&capId=270961&previousCapId=270961&previousTitle=FIFTH%20THIRD%20BANCORP,04-10-2013,03-10-2014
First Solar Inc,FSLR,James A. Hughes,http://investing.businessweek.com/research/stocks/people/person.asp?personId=1025479&capId=4593731&previousCapId=4593731&previousTitle=FIRST%20SOLAR%20INC,04-10-2013,03-10-2014
FirstEnergy Corp,FE,Anthony J. Alexander,http://investing.businessweek.com/research/stocks/people/person.asp?personId=293519&capId=293515&previousCapId=293515&previousTitle=FIRSTENERGY%20CORP,04-10-2013,03-10-2014
Fiserv Inc,FISV,Jeffery W. Yabuki,http://investing.businessweek.com/research/stocks/people/person.asp?personId=505341&capId=128209&previousCapId=128209&previousTitle=FISERV%20INC,04-10-2013,03-10-2014
FLIR Systems Inc,FLIR,Andrew C. Teich,http://investing.businessweek.com/research/stocks/people/person.asp?personId=327432&capId=327408&previousCapId=327408&previousTitle=FLIR%20SYSTEMS%20INC,04-10-2013,03-10-2014
Flowserve Corp,FLS,Mark A. Blinn,http://investing.businessweek.com/research/stocks/people/person.asp?personId=12219519&capId=267555&previousCapId=267555&previousTitle=FLOWSERVE%20CORP,04-10-2013,03-10-2014
Fluor Corp,FLR,David T. Seaton,http://investing.businessweek.com/research/stocks/people/person.asp?personId=32990830&capId=655659&previousCapId=655659&previousTitle=FLUOR%20CORP,04-10-2013,03-10-2014
FMC Corp,FMC,Pierre R. Brondeau,http://investing.businessweek.com/research/stocks/people/person.asp?personId=300688&capId=28606&previousCapId=28606&previousTitle=FMC%20CORP,04-10-2013,03-10-2014
FMC Technologies Inc,FTI,John T. Gremp,http://investing.businessweek.com/research/stocks/people/person.asp?personId=9394684&capId=972117&previousCapId=972117&previousTitle=FMC%20TECHNOLOGIES%20INC,04-10-2013,03-10-2014
Ford Motor Co,F,Alan R. Mulally,http://investing.businessweek.com/research/stocks/people/person.asp?personId=370889&capId=106335&previousCapId=106335&previousTitle=FORD%20MOTOR%20CO,04-10-2013,03-10-2014
Forest Laboratories,FRX,Brenton L. Saunders J.D.,http://investing.businessweek.com/research/stocks/people/person.asp?personId=7321291&capId=273276&previousCapId=273276&previousTitle=FOREST%20LABORATORIES%20INC,04-10-2013,03-10-2014
Fossil Group Inc,FOSL,Kosta N. Kartsotis,http://investing.businessweek.com/research/stocks/people/person.asp?personId=317041&capId=317037&previousCapId=317037&previousTitle=FOSSIL%20GROUP%20INC,04-10-2013,03-10-2014
Franklin Resources Inc,BEN,Gregory Eugene Johnson CPA,http://investing.businessweek.com/research/stocks/people/person.asp?personId=176727&capId=28703&previousCapId=28703&previousTitle=FRANKLIN%20RESOURCES%20INC,04-10-2013,03-10-2014
Freeport McMoRan Copper & Gold,FCX,Richard C. Adkerson,http://investing.businessweek.com/research/stocks/people/person.asp?personId=338733&capId=273607&previousCapId=273607&previousTitle=FREEPORT-MCMORAN%20COPPER,04-10-2013,03-10-2014
Frontier Communications Corp,FTR,Mary Agnes Wilderotter,http://investing.businessweek.com/research/stocks/people/person.asp?personId=235419&capId=261171&previousCapId=261171&previousTitle=FRONTIER%20COMMUNICATIONS%20CORP,04-10-2013,03-10-2014
GameStop Corp A,GME,J. Paul Raines,http://investing.businessweek.com/research/stocks/people/person.asp?personId=13396973&capId=1342560&previousCapId=1342560&previousTitle=GAMESTOP%20CORP-CLASS%20A,04-10-2013,03-10-2014
Gannett Co Inc,GCI,Gracia C. Martore,http://investing.businessweek.com/research/stocks/people/person.asp?personId=176942&capId=20571&previousCapId=20571&previousTitle=GANNETT%20CO,04-10-2013,03-10-2014
Gap Inc,GPS,Glenn K. Murphy,http://investing.businessweek.com/research/stocks/people/person.asp?personId=931736&capId=274265&previousCapId=274265&previousTitle=GAP%20INC%2FTHE,04-10-2013,03-10-2014
Garmin Ltd,GRMN,Clifton A. Pemble,http://investing.businessweek.com/research/stocks/people/person.asp?personId=9426742&capId=598655&previousCapId=598655&previousTitle=GARMIN%20LTD,04-10-2013,03-10-2014
General Dynamics,GD,Phebe N. Novakovic,http://investing.businessweek.com/research/stocks/people/person.asp?personId=3375382&capId=274561&previousCapId=274561&previousTitle=GENERAL%20DYNAMICS%20CORP,04-10-2013,03-10-2014
General Electric Co,GE,Jeffrey R. Immelt,http://investing.businessweek.com/research/stocks/people/person.asp?personId=177075&capId=177031&previousCapId=177031&previousTitle=GENERAL%20ELECTRIC%20CO,04-10-2013,03-10-2014
General Growth Properties Inc,GGP,Sandeep Lakhmi Mathrani,http://investing.businessweek.com/research/stocks/people/person.asp?personId=2201445&capId=328377&previousCapId=328377&previousTitle=GENERAL%20GROWTH%20PROPERTIES,04-10-2013,03-10-2014
General Mills Inc,GIS,Kendall J. Powell,http://investing.businessweek.com/research/stocks/people/person.asp?personId=274757&capId=274715&previousCapId=274715&previousTitle=GENERAL%20MILLS%20INC,04-10-2013,03-10-2014
General Motors Company,GM,Mary T. Barra,http://investing.businessweek.com/research/stocks/people/person.asp?personId=40221799&capId=61206100&previousCapId=61206100&previousTitle=GENERAL%20MOTORS%20CO,04-10-2013,03-10-2014
Genuine Parts Co,GPC,Thomas C. Gallagher,http://investing.businessweek.com/research/stocks/people/person.asp?personId=275038&capId=275034&previousCapId=275034&previousTitle=GENUINE%20PARTS%20CO,04-10-2013,03-10-2014
Genworth Financial Inc,GNW,Thomas Joseph McInerney,http://investing.businessweek.com/research/stocks/people/person.asp?personId=10063920&capId=8598029&previousCapId=8598029&previousTitle=GENWORTH%20FINANCIAL%20INC-CL%20A,04-10-2013,03-10-2014
Gilead Sciences Inc,GILD,John C. Martin Ph.D.,http://investing.businessweek.com/research/stocks/people/person.asp?personId=199167&capId=29002&previousCapId=29002&previousTitle=GILEAD%20SCIENCES%20INC,04-10-2013,03-10-2014
Goldman Sachs Group Inc,GS,Lloyd C. Blankfein,http://investing.businessweek.com/research/stocks/people/person.asp?personId=1890111&capId=398625&previousCapId=398625&previousTitle=GOLDMAN%20SACHS%20GROUP%20INC,04-10-2013,03-10-2014
Goodyear Tire & Rubber Co,GT,Richard J. Kramer,http://investing.businessweek.com/research/stocks/people/person.asp?personId=1094496&capId=275789&previousCapId=275789&previousTitle=GOODYEAR%20TIRE%20%26%20RUBBER%20CO,04-10-2013,03-10-2014
Google Inc,GOOG,Lawrence   Page,http://investing.businessweek.com/research/stocks/people/person.asp?personId=534594&capId=29096&previousCapId=29096&previousTitle=GOOGLE%20INC-CL%20A,04-10-2013,03-10-2014
Graham Holdings Co,GHC,Donald E. Graham,http://investing.businessweek.com/research/stocks/people/person.asp?personId=191668&capId=91675&previousCapId=91675&previousTitle=GRAHAM%20HOLDINGS%20CO-CLASS%20B,04-10-2013,03-10-2014
Grainger W.W. Inc,GWW,James T. Ryan,http://investing.businessweek.com/research/stocks/people/person.asp?personId=1176487&capId=276060&previousCapId=276060&previousTitle=WW%20GRAINGER%20INC,04-10-2013,03-10-2014
Halliburton Co,HAL,"David J. Lesar B.Sc., M.B.A., C.P.A.",http://investing.businessweek.com/research/stocks/people/person.asp?personId=177704&capId=177698&previousCapId=177698&previousTitle=HALLIBURTON%20CO,04-10-2013,03-10-2014
Harley-Davidson Inc,HOG,Keith E. Wandell,http://investing.businessweek.com/research/stocks/people/person.asp?personId=282634&capId=277444&previousCapId=277444&previousTitle=HARLEY-DAVIDSON%20INC,04-10-2013,03-10-2014
Harman Intl Industries Inc,HAR,Dinesh C. Paliwal,http://investing.businessweek.com/research/stocks/people/person.asp?personId=1444255&capId=29279&previousCapId=29279&previousTitle=HARMAN%20INTERNATIONAL,04-10-2013,03-10-2014
Harris Corp,HRS,William M. Brown,http://investing.businessweek.com/research/stocks/people/person.asp?personId=8974152&capId=177934&previousCapId=177934&previousTitle=HARRIS%20CORP,04-10-2013,03-10-2014
Hartford Finl Services Group,HIG,Liam E. McGee,http://investing.businessweek.com/research/stocks/people/person.asp?personId=4279525&capId=341546&previousCapId=341546&previousTitle=HARTFORD%20FINANCIAL%20SVCS%20GRP,04-10-2013,03-10-2014
Hasbro Inc,HAS,Brian D. Goldner,http://investing.businessweek.com/research/stocks/people/person.asp?personId=1095883&capId=277746&previousCapId=277746&previousTitle=HASBRO%20INC,04-10-2013,03-10-2014
HCP Inc,HCP,Lauralee E. Martin,http://investing.businessweek.com/research/stocks/people/person.asp?personId=128952&capId=277966&previousCapId=277966&previousTitle=HCP%20INC,04-10-2013,03-10-2014
Health Care REIT Inc,HCN,George L. Chapman J.D.,http://investing.businessweek.com/research/stocks/people/person.asp?personId=277916&capId=277914&previousCapId=277914&previousTitle=HEALTH%20CARE%20REIT%20INC,04-10-2013,03-10-2014
Helmerich & Payne Inc,HP,John W. Lindsay,http://investing.businessweek.com/research/stocks/people/person.asp?personId=26217752&capId=278341&previousCapId=278341&previousTitle=HELMERICH%20%26%20PAYNE,04-10-2013,03-10-2014
Hershey Foods Corp,HSY,John P. Bilbrey,http://investing.businessweek.com/research/stocks/people/person.asp?personId=9504038&capId=98873&previousCapId=98873&previousTitle=HERSHEY%20CO%2FTHE,04-10-2013,03-10-2014
Hess Corp,HES,John B. Hess,http://investing.businessweek.com/research/stocks/people/person.asp?personId=249843&capId=249841&previousCapId=249841&previousTitle=HESS%20CORP,04-10-2013,03-10-2014
Hewlett-Packard Co,HPQ,Margaret C. Whitman,http://investing.businessweek.com/research/stocks/people/person.asp?personId=229136&capId=108856&previousCapId=108856&previousTitle=HEWLETT-PACKARD%20CO,04-10-2013,03-10-2014
Home Depot Inc,HD,Francis S. Blake,http://investing.businessweek.com/research/stocks/people/person.asp?personId=177091&capId=278679&previousCapId=278679&previousTitle=HOME%20DEPOT%20INC,04-10-2013,03-10-2014
Honeywell Intl Inc,HON,David M. Cote J.D.,http://investing.businessweek.com/research/stocks/people/person.asp?personId=161604&capId=1340740&previousCapId=1340740&previousTitle=HONEYWELL%20INTERNATIONAL%20INC,04-10-2013,03-10-2014
Hormel Foods Corp,HRL,Jeffrey M. Ettinger,http://investing.businessweek.com/research/stocks/people/person.asp?personId=279086&capId=279042&previousCapId=279042&previousTitle=HORMEL%20FOODS%20CORP,04-10-2013,03-10-2014
Horton D.R. Inc,DHI,Donald J. Tomnitz,http://investing.businessweek.com/research/stocks/people/person.asp?personId=194853&capId=107405&previousCapId=107405&previousTitle=DR%20HORTON%20INC,04-10-2013,03-10-2014
Hospira Inc,HSP,F. Michael Ball,http://investing.businessweek.com/research/stocks/people/person.asp?personId=249235&capId=9681063&previousCapId=9681063&previousTitle=HOSPIRA%20INC,04-10-2013,03-10-2014
Host Hotels & Resorts Inc,HST,W. Edward Walter,http://investing.businessweek.com/research/stocks/people/person.asp?personId=1515725&capId=29574&previousCapId=29574&previousTitle=HOST%20HOTELS%20%26%20RESORTS%20INC,04-10-2013,03-10-2014
Hudson City Bancorp,HCBK,Ronald E. Hermance Jr.,http://investing.businessweek.com/research/stocks/people/person.asp?personId=401062&capId=401058&previousCapId=401058&previousTitle=HUDSON%20CITY%20BANCORP%20INC,04-10-2013,03-10-2014
Humana Inc,HUM,Bruce D. Broussard,http://investing.businessweek.com/research/stocks/people/person.asp?personId=655958&capId=29618&previousCapId=29618&previousTitle=HUMANA%20INC,04-10-2013,03-10-2014
Huntington Bancshares (OH),HBAN,Stephen D. Steinour,http://investing.businessweek.com/research/stocks/people/person.asp?personId=1001702&capId=278614&previousCapId=278614&previousTitle=HUNTINGTON%20BANCSHARES%20INC,04-10-2013,03-10-2014
Illinois Tool Works Inc,ITW,E. Scott Santi,http://investing.businessweek.com/research/stocks/people/person.asp?personId=20930401&capId=280561&previousCapId=280561&previousTitle=ILLINOIS%20TOOL%20WORKS,04-10-2013,03-10-2014
Ingersoll-Rand Plc,IR,Michael W. Lamach,http://investing.businessweek.com/research/stocks/people/person.asp?personId=9221307&capId=280944&previousCapId=280944&previousTitle=INGERSOLL-RAND%20PLC,04-10-2013,03-10-2014
Integrys Energy Group Inc,TEG,Charles A. Schrock,http://investing.businessweek.com/research/stocks/people/person.asp?personId=2360209&capId=315149&previousCapId=315149&previousTitle=INTEGRYS%20ENERGY%20GROUP%20INC,04-10-2013,03-10-2014
Intel Corp,INTC,Brian M. Krzanich,http://investing.businessweek.com/research/stocks/people/person.asp?personId=25004787&capId=21127&previousCapId=21127&previousTitle=INTEL%20CORP,04-10-2013,03-10-2014
IntercontinentalExchange Group,ICE,Jeffrey C. Sprecher,http://investing.businessweek.com/research/stocks/people/person.asp?personId=10198726&capId=1081952&previousCapId=1081952&previousTitle=INTERCONTINENTALEXCHANGE%20GRO,04-10-2013,03-10-2014
Interpublic Group Cos,IPG,James J. Ethridge Jr.,http://investing.businessweek.com/research/stocks/people/person.asp?personId=42192979&capId=108616&previousCapId=108616&previousTitle=INTERPUBLIC%20GROUP%20OF%20COS%20INC,04-10-2013,03-10-2014
Intl Business Machines Corp,IBM,Virginia M. Rometty,http://investing.businessweek.com/research/stocks/people/person.asp?personId=23314014&capId=112350&previousCapId=112350&previousTitle=INTL%20BUSINESS%20MACHINES%20CORP,04-10-2013,03-10-2014
Intl Flavors & Fragrances,IFF,"Douglas D. Tough MBA, BBA",http://investing.businessweek.com/research/stocks/people/person.asp?personId=6404733&capId=281407&previousCapId=281407&previousTitle=INTL%20FLAVORS%20%26%20FRAGRANCES,04-10-2013,03-10-2014
Intl Game Technology,IGT,Patti S. Hart,http://investing.businessweek.com/research/stocks/people/person.asp?personId=164477&capId=281438&previousCapId=281438&previousTitle=INTL%20GAME%20TECHNOLOGY,04-10-2013,03-10-2014
Intl Paper Co,IP,John V. Faraci,http://investing.businessweek.com/research/stocks/people/person.asp?personId=179385&capId=61036&previousCapId=61036&previousTitle=INTERNATIONAL%20PAPER%20CO,04-10-2013,03-10-2014
Intuit Inc,INTU,Brad D. Smith,http://investing.businessweek.com/research/stocks/people/person.asp?personId=9588111&capId=21171&previousCapId=21171&previousTitle=INTUIT%20INC,04-10-2013,03-10-2014
Intuitive Surgical Inc,ISRG,Gary S. Guthart Ph.D.,http://investing.businessweek.com/research/stocks/people/person.asp?personId=8005307&capId=30239&previousCapId=30239&previousTitle=INTUITIVE%20SURGICAL%20INC,04-10-2013,03-10-2014
Invesco Ltd,IVZ,"Martin L. Flanagan CFA, CPA",http://investing.businessweek.com/research/stocks/people/person.asp?personId=307694&capId=384779&previousCapId=384779&previousTitle=INVESCO%20LTD,04-10-2013,03-10-2014
Iron Mountain Inc,IRM,"William L. Meaney BSc,MEng,MSIA",http://investing.businessweek.com/research/stocks/people/person.asp?personId=5685804&capId=30292&previousCapId=30292&previousTitle=IRON%20MOUNTAIN%20INC,04-10-2013,03-10-2014
Jabil Circuit Inc,JBL,Mark T. Mondello,http://investing.businessweek.com/research/stocks/people/person.asp?personId=198292&capId=96078&previousCapId=96078&previousTitle=JABIL%20CIRCUIT%20INC,04-10-2013,03-10-2014
Jacobs Engineering Group Inc,JEC,Craig L. Martin,http://investing.businessweek.com/research/stocks/people/person.asp?personId=282191&capId=282159&previousCapId=282159&previousTitle=JACOBS%20ENGINEERING%20GROUP%20INC,04-10-2013,03-10-2014
Johnson & Johnson,JNJ,Alex   Gorsky,http://investing.businessweek.com/research/stocks/people/person.asp?personId=9897075&capId=139677&previousCapId=139677&previousTitle=JOHNSON%20%26%20JOHNSON,04-10-2013,03-10-2014
Johnson Controls Inc,JCI,Alex A. Molinaroli,http://investing.businessweek.com/research/stocks/people/person.asp?personId=10119748&capId=282590&previousCapId=282590&previousTitle=JOHNSON%20CONTROLS%20INC,04-10-2013,03-10-2014
Joy Global Inc,JOY,Edward L. Doheny II,http://investing.businessweek.com/research/stocks/people/person.asp?personId=27403729&capId=277517&previousCapId=277517&previousTitle=JOY%20GLOBAL%20INC,04-10-2013,03-10-2014
JP Morgan Chase & Co,JPM,James   Dimon,http://investing.businessweek.com/research/stocks/people/person.asp?personId=170444&capId=658776&previousCapId=658776&previousTitle=JPMORGAN%20CHASE%20%26%20CO,04-10-2013,03-10-2014
Juniper Networks Inc,JNPR,Shaygan   Kheradpir Ph.D.,http://investing.businessweek.com/research/stocks/people/person.asp?personId=30913474&capId=30439&previousCapId=30439&previousTitle=JUNIPER%20NETWORKS%20INC,04-10-2013,03-10-2014
Kansas City Southern Inc,KSU,David L. Starling,http://investing.businessweek.com/research/stocks/people/person.asp?personId=45842783&capId=30472&previousCapId=30472&previousTitle=KANSAS%20CITY%20SOUTHERN,04-10-2013,03-10-2014
Kellogg Co,K,John A. Bryant,http://investing.businessweek.com/research/stocks/people/person.asp?personId=1570528&capId=283356&previousCapId=283356&previousTitle=KELLOGG%20CO,04-10-2013,03-10-2014
KeyCorp,KEY,Beth E. Mooney,http://investing.businessweek.com/research/stocks/people/person.asp?personId=170442&capId=329376&previousCapId=329376&previousTitle=KEYCORP,04-10-2013,03-10-2014
Kimberly-Clark,KMB,Thomas J. Falk,http://investing.businessweek.com/research/stocks/people/person.asp?personId=283861&capId=283857&previousCapId=283857&previousTitle=KIMBERLY-CLARK%20CORP,04-10-2013,03-10-2014
