Symbol,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001
MMM,6.72,6.32,5.96,5.63,4.52,4.89,5.6,5.06,4.12,3.75,3.02,2.495,1.79,2.225,2.17,0.48,N/A,N/A,
ABT,1.62,3.72,1.98,2.96,3.69,3.12,2.31,1.12,2.16,2.06,1.75,1.78,0.99,1.78,1.57,0.75,N/A,N/A,
ABBV,2.56,N/A,N/A,
ACN,3.39,2.66,1.07,
ACE,10.92,7.89,4.52,9.04,7.55,3.53,7.66,6.91,3.31,3.88,5.01,0.19,-0.74,2.31,1.85,
ACT,
ADBE,1.65,1.47,0.73,1.59,1.21,0.83,1.19,0.91,0.55,0.395,0.415,0.565,0.46,0.194,0.169,
AES,0.15,-1.21,0.07,0.01,0.98,1.82,-0.14,0.3,0.95,0.6,-0.67,-6.51,0.51,0.47,N/A,
AET,5.33,4.81,5.22,4.18,2.84,2.83,3.47,2.99,2.7,3.575,1.478,-4.123,N/A,N/A,N/A,
AFL,6.76,6.11,4.12,4.92,3.19,2.62,3.31,2.95,2.92,2.52,1.52,1.57,1.28,1.26,1.035,0.405,N/A,N/A,
A,2.85,1.94,-0.09,1.87,1.57,7.5,0.65,0.71,-4.35,-2.22,0.38,1.66,
GAS,2.64,2.31,2.12,3,2.88,2.84,2.72,2.72,2.48,2.28,2.01,1.66,
APD,1.35,4.68,5.44,5.63,4.74,2.96,4.15,4.64,3.18,3.08,2.64,1.78,2.36,2.12,0.57,2.09,0.59,N/A,
ARG,3.51,4.35,4,2.94,2.34,3.12,2.66,1.92,1.57,1.2,1.07,0.94,-0.15,0.42,0.54,0.72,N/A,N/A,
AKAM,1.61,1.12,1.07,0.9,0.78,0.79,0.56,0.34,2.11,0.25,-0.25,-1.81,-23.59,-10.07,N/A,
AA,-2.14,0.18,0.55,0.24,-1.23,-0.09,2.95,2.57,1.4,1.49,1.08,0.49,1.05,1.8,0.795,
ALXN,1.27,1.28,0.91,0.52,1.535,0.195,-0.555,-1.038,-0.29,
ATI,1.44,1.43,1.97,0.72,0.32,5.67,7.26,5.59,3.57,0.22,-3.89,-0.82,-0.31,1.6,2.96,1.4,N/A,N/A,
ALLE,
