Symbol,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001
MMM,308710000000,299040000000,296110000000,266620000000,231230000000,252690000000,244620000000,229230000000,211670000000,200110000000,182320000000,163320000000,160790000000,167240000000,156590000000,75510000000,N/A,N/A,
ABT,218480000000,214940000000,284730000000,351660000000,307640000000,295270000000,259140000000,224760000000,223370000000,196800000000,196800000000,176840000000,162850000000,137450000000,131770000000,63660000000,N/A,N/A,
ABBV,187900000000,N/A,N/A,
ACN,273520000000,230940000000,110420000000,
ACE,192610000000,179360000000,168340000000,160060000000,150750000000,136320000000,141540000000,133280000000,130880000000,123200000000,106890000000,71230000000,66440000000,52660000000,30160000000,
ACT,
ADBE,42160000000,38000000000,29450000000,35790000000,31570000000,25750000000,19660000000,16660000000,12940000000,11640000000,12290000000,12660000000,10150000000,894791000,457171000,
AES,158910000000,171640000000,160980000000,154430000000,131100000000,160700000000,135880000000,115640000000,110860000000,94630000000,84150000000,86320000000,93270000000,19160000000,N/A,
AET,472940000000,365990000000,337820000000,342460000000,347640000000,309500000000,275990000000,251450000000,224910000000,199040000000,179760000000,198780000000,251900000000,N/A,N/A,
AFL,239390000000,253640000000,221710000000,207320000000,182540000000,165540000000,153930000000,146160000000,143630000000,132810000000,114470000000,102570000000,96290000000,97200000000,86400000000,36430000000,N/A,N/A,
A,66150000000,54440000000,44810000000,57740000000,54200000000,49730000000,51390000000,71810000000,60560000000,60100000000,83960000000,107730000000,
GAS,46170000000,39220000000,23380000000,23730000000,23170000000,28000000000,24940000000,26210000000,27180000000,18320000000,983700000,13120000000,
APD,25450000000,101800000000,96110000000,96730000000,86160000000,82560000000,104140000000,100370000000,88500000000,81430000000,74110000000,62970000000,54010000000,57220000000,54950000000,50390000000,12550000000,N/A,
ARG,38040000000,49570000000,47460000000,42510000000,38750000000,43610000000,40170000000,32050000000,28290000000,24110000000,18950000000,17860000000,16360000000,16280000000,15420000000,15610000000,N/A,N/A,
AKAM,15770000000,13730000000,11580000000,10230000000,859773000,790924000,636406000,428672000,283115000,210015000,161259000,144976000,163214000,89766000,N/A,
AA,230320000000,237000000000,249510000000,210130000000,184390000000,269010000000,307480000000,303790000000,261590000000,234780000000,215040000000,202630000000,228590000000,230900000000,83900000000,
ALXN,15510000000,11340000000,783431000,540957000,294544000,259099000,38184000,1558000,460000,
ATI,40430000000,46660000000,48120000000,40470000000,30540000000,53090000000,54520000000,49360000000,35390000000,27330000000,19370000000,19070000000,21280000000,24600000000,27080000000,19020000000,N/A,N/A,
ALLE,
AGN,63000000000,56460000000,52160000000,49190000000,45030000000,44030000000,39380000000,30630000000,23190000000,20450000000,17710000000,14250000000,17450000000,16250000000,14520000000,685900000,N/A,N/A,
ADS,43190000000,36410000000,31730000000,27910000000,19640000000,20250000000,22910000000,19980000000,15520000000,12570000000,10490000000,871451000,777351000,N/A,N/A,
ALL,345070000000,333150000000,326540000000,314000000000,320130000000,293940000000,367690000000,357960000000,353830000000,339360000000,321490000000,295790000000,288650000000,291340000000,269590000000,128900000000,N/A,N/A,
ALTR,17320000000,17830000000,20640000000,19540000000,11950000000,13670000000,12630000000,12850000000,11230000000,10160000000,827207000,711684000,839376000,13760000000,836623000,654342000,324560000,N/A,
